educator_id,role,certification,years_experience,hire_year
3003485,teacher,standard,6,2019
3003486,admin,standard,4,2021
3003487,teacher,standard,9,2016
3003488,teacher,standard,13,2012
3003489,teacher,standard,7,2018
3003490,teacher,standard,7,2018
3003491,teacher,standard,15,2010
3003492,teacher,standard,7,2018
3003493,teacher,standard,7,2018
3003494,teacher,standard,10,2015
3003495,teacher,standard,2,2023
3003496,teacher,standard,6,2019
3003497,teacher,standard,9,2016
3003498,teacher,standard,12,2013
3003499,teacher,standard,6,2019
3003500,teacher,provisional,2,2023
3003501,counselor,standard,12,2013
3003502,teacher,standard,5,2020
3003503,teacher,standard,4,2021
3003504,teacher,standard,9,2016
3003505,teacher,provisional,11,2014
3003506,teacher,standard,16,2009
3003507,teacher,standard,9,2016
3003508,teacher,standard,0,2025
3003509,counselor,standard,10,2015
3003510,teacher,provisional,15,2010
3003511,teacher,standard,11,2014
3003512,teacher,standard,6,2019
3003513,teacher,standard,0,2025
3003514,teacher,standard,3,2022
3003515,teacher,standard,11,2014
3003516,teacher,standard,13,2012
3003517,admin,standard,4,2021
3003518,counselor,standard,6,2019
3003519,teacher,standard,9,2016
3003520,teacher,standard,6,2019
3003521,teacher,standard,9,2016
3003522,teacher,standard,0,2025
3003523,admin,standard,3,2022
3003524,teacher,standard,20,2005
3003525,teacher,standard,13,2012
3003526,teacher,standard,0,2025
3003527,teacher,provisional,0,2025
3003528,counselor,standard,10,2015
3003529,teacher,standard,13,2012
3003530,teacher,standard,25,2000
3003531,teacher,standard,9,2016
3003532,admin,standard,18,2007
3003533,teacher,standard,7,2018
3003534,teacher,provisional,1,2024
3003535,teacher,provisional,10,2015
3003536,teacher,standard,9,2016
3003537,teacher,none,13,2012
3003538,teacher,standard,6,2019
3003539,teacher,none,5,2020
3003540,teacher,standard,4,2021
3003541,teacher,standard,3,2022
3003542,teacher,standard,7,2018
3003543,teacher,provisional,8,2017
3003544,teacher,provisional,4,2021
3003545,teacher,standard,8,2017
3003546,teacher,standard,15,2010
3003547,teacher,standard,2,2023
3003548,teacher,standard,19,2006
3003549,counselor,standard,1,2024
3003550,teacher,provisional,10,2015
3003551,counselor,provisional,15,2010
3003552,teacher,provisional,14,2011
3003553,teacher,standard,15,2010
3003554,teacher,standard,3,2022
3003555,teacher,provisional,7,2018
3003556,teacher,provisional,8,2017
3003557,teacher,provisional,0,2025
3003558,teacher,standard,14,2011
3003559,teacher,standard,15,2010
3003560,teacher,provisional,17,2008
3003561,teacher,standard,7,2018
3003562,teacher,standard,5,2020
3003563,teacher,standard,14,2011
3003564,teacher,standard,11,2014
3003565,teacher,standard,11,2014
3003566,admin,standard,8,2017
3003567,teacher,standard,13,2012
3003568,counselor,standard,4,2021
3003569,counselor,standard,11,2014
3003570,teacher,standard,0,2025
3003571,teacher,standard,3,2022
3003572,admin,provisional,0,2025
3003573,teacher,standard,1,2024
3003574,teacher,standard,0,2025
3003575,teacher,standard,3,2022
3003576,teacher,standard,5,2020
3003577,teacher,standard,10,2015
3003578,teacher,standard,19,2006
3003579,teacher,standard,18,2007
3003580,teacher,provisional,4,2021
3003581,teacher,provisional,7,2018
3003582,teacher,standard,8,2017
3003583,teacher,standard,9,2016
3003584,teacher,standard,13,2012
3003585,teacher,standard,1,2024
3003586,admin,standard,2,2023
3003587,counselor,standard,3,2022
3003588,teacher,standard,0,2025
3003589,teacher,standard,8,2017
3003590,teacher,none,13,2012
3003591,teacher,provisional,4,2021
3003592,teacher,standard,0,2025
3003593,teacher,provisional,0,2025
3003594,counselor,standard,18,2007
3003595,teacher,standard,6,2019
3003596,teacher,provisional,13,2012
3003597,teacher,standard,7,2018
3003598,teacher,standard,9,2016
3003599,teacher,standard,2,2023
3003600,teacher,standard,1,2024
3003601,teacher,standard,7,2018
3003602,teacher,standard,5,2020
3003603,teacher,standard,7,2018
3003604,teacher,standard,15,2010
3003605,admin,standard,3,2022
3003606,teacher,provisional,4,2021
3003607,teacher,none,13,2012
3003608,teacher,provisional,13,2012
3003609,counselor,standard,0,2025
3003610,admin,provisional,7,2018
3003611,teacher,standard,20,2005
3003612,counselor,standard,5,2020
3003613,counselor,standard,15,2010
3003614,teacher,standard,14,2011
3003615,teacher,provisional,6,2019
3003616,teacher,standard,9,2016
3003617,counselor,provisional,9,2016
3003618,teacher,standard,6,2019
3003619,teacher,standard,14,2011
3003620,counselor,standard,13,2012
3003621,counselor,none,18,2007
3003622,teacher,standard,8,2017
3003623,teacher,standard,3,2022
3003624,teacher,standard,2,2023
3003625,teacher,standard,6,2019
3003626,teacher,standard,1,2024
3003627,teacher,standard,11,2014
3003628,teacher,standard,11,2014
3003629,teacher,standard,6,2019
3003630,teacher,standard,9,2016
3003631,admin,standard,7,2018
3003632,teacher,standard,11,2014
3003633,teacher,standard,13,2012
3003634,admin,standard,9,2016
3003635,teacher,standard,11,2014
3003636,teacher,standard,6,2019
3003637,admin,standard,8,2017
3003638,teacher,none,17,2008
3003639,teacher,standard,6,2019
3003640,teacher,standard,3,2022
3003641,teacher,standard,12,2013
3003642,teacher,standard,0,2025
3003643,teacher,standard,10,2015
3003644,teacher,standard,10,2015
3003645,teacher,standard,8,2017
3003646,counselor,standard,1,2024
3003647,teacher,none,3,2022
3003648,teacher,standard,14,2011
3003649,counselor,standard,12,2013
3003650,teacher,standard,0,2025
3003651,admin,standard,5,2020
3003652,teacher,standard,11,2014
3003653,teacher,standard,10,2015
3003654,teacher,standard,7,2018
3003655,teacher,standard,7,2018
3003656,teacher,standard,15,2010
3003657,teacher,standard,8,2017
3003658,counselor,standard,8,2017
3003659,counselor,standard,3,2022
3003660,teacher,standard,16,2009
3003661,teacher,provisional,15,2010
3003662,teacher,standard,1,2024
3003663,teacher,standard,3,2022
3003664,teacher,standard,8,2017
3003665,admin,standard,15,2010
3003666,teacher,standard,13,2012
3003667,teacher,standard,0,2025
3003668,teacher,provisional,0,2025
3003669,teacher,standard,17,2008
3003670,teacher,standard,4,2021
3003671,teacher,provisional,9,2016
3003672,teacher,standard,15,2010
3003673,teacher,standard,13,2012
3003674,teacher,provisional,14,2011
3003675,teacher,standard,0,2025
3003676,teacher,standard,10,2015
3003677,teacher,standard,6,2019
3003678,teacher,standard,6,2019
3003679,teacher,standard,20,2005
3003680,counselor,provisional,13,2012
3003681,teacher,standard,5,2020
3003682,teacher,standard,10,2015
3003683,counselor,provisional,7,2018
3003684,teacher,standard,1,2024
3003685,teacher,standard,9,2016
3003686,teacher,provisional,9,2016
3003687,counselor,standard,11,2014
3003688,teacher,standard,0,2025
3003689,admin,standard,1,2024
3003690,teacher,standard,14,2011
3003691,counselor,standard,4,2021
3003692,teacher,standard,10,2015
3003693,teacher,standard,12,2013
3003694,teacher,standard,1,2024
3003695,counselor,standard,23,2002
3003696,admin,standard,13,2012
3003697,teacher,standard,22,2003
3003698,teacher,standard,7,2018
3003699,teacher,standard,5,2020
3003700,teacher,standard,5,2020
3003701,teacher,standard,11,2014
3003702,admin,standard,17,2008
3003703,teacher,standard,10,2015
3003704,teacher,standard,14,2011
3003705,teacher,standard,18,2007
3003706,teacher,standard,5,2020
3003707,teacher,standard,8,2017
3003708,teacher,standard,0,2025
3003709,teacher,standard,11,2014
3003710,teacher,provisional,17,2008
3003711,teacher,standard,17,2008
3003712,teacher,standard,9,2016
3003713,teacher,standard,14,2011
3003714,teacher,standard,19,2006
3003715,counselor,standard,7,2018
3003716,teacher,standard,11,2014
3003717,teacher,provisional,16,2009
3003718,counselor,standard,5,2020
3003719,teacher,provisional,2,2023
3003720,teacher,standard,0,2025
3003721,teacher,standard,4,2021
3003722,teacher,standard,25,2000
3003723,teacher,standard,0,2025
3003724,teacher,standard,9,2016
3003725,teacher,provisional,16,2009
3003726,teacher,standard,3,2022
3003727,teacher,standard,9,2016
3003728,counselor,standard,1,2024
3003729,teacher,standard,16,2009
3003730,teacher,standard,11,2014
3003731,teacher,standard,16,2009
3003732,teacher,none,13,2012
3003733,teacher,none,14,2011
3003734,teacher,standard,8,2017
3003735,teacher,standard,3,2022
3003736,admin,standard,2,2023
3003737,teacher,standard,13,2012
3003738,teacher,standard,0,2025
3003739,teacher,standard,1,2024
3003740,teacher,standard,6,2019
3003741,teacher,standard,0,2025
3003742,counselor,provisional,4,2021
3003743,teacher,standard,0,2025
3003744,teacher,provisional,4,2021
3003745,teacher,standard,19,2006
3003746,teacher,standard,11,2014
3003747,teacher,standard,4,2021
3003748,teacher,standard,17,2008
3003749,teacher,standard,1,2024
3003750,teacher,standard,18,2007
3003751,counselor,standard,4,2021
3003752,teacher,standard,0,2025
3003753,admin,provisional,16,2009
3003754,teacher,standard,6,2019
3003755,teacher,standard,10,2015
3003756,teacher,provisional,11,2014
3003757,teacher,standard,7,2018
3003758,teacher,provisional,2,2023
3003759,counselor,standard,8,2017
3003760,admin,standard,10,2015
3003761,teacher,standard,6,2019
3003762,teacher,standard,8,2017
3003763,teacher,standard,6,2019
3003764,counselor,standard,15,2010
3003765,teacher,standard,0,2025
3003766,admin,standard,1,2024
3003767,admin,standard,7,2018
3003768,teacher,standard,16,2009
3003769,teacher,standard,12,2013
3003770,admin,standard,17,2008
3003771,teacher,standard,14,2011
3003772,teacher,standard,3,2022
3003773,teacher,standard,9,2016
3003774,counselor,standard,8,2017
3003775,teacher,standard,11,2014
3003776,teacher,standard,12,2013
3003777,teacher,standard,1,2024
3003778,teacher,standard,12,2013
3003779,teacher,standard,15,2010
3003780,teacher,standard,0,2025
3003781,teacher,standard,4,2021
3003782,teacher,standard,9,2016
3003783,teacher,provisional,9,2016
3003784,teacher,standard,1,2024
3003785,teacher,standard,6,2019
3003786,teacher,standard,7,2018
3003787,admin,standard,8,2017
3003788,teacher,standard,8,2017
3003789,teacher,none,16,2009
3003790,counselor,provisional,8,2017
3003791,teacher,standard,12,2013
3003792,teacher,standard,4,2021
3003793,teacher,provisional,12,2013
3003794,teacher,provisional,3,2022
3003795,admin,standard,13,2012
3003796,counselor,standard,4,2021
3003797,teacher,standard,11,2014
3003798,teacher,provisional,9,2016
3003799,teacher,standard,3,2022
3003800,teacher,standard,2,2023
3003801,teacher,standard,11,2014
3003802,teacher,provisional,3,2022
3003803,teacher,standard,9,2016
3003804,counselor,standard,4,2021
3003805,teacher,standard,29,1996
3003806,teacher,standard,7,2018
3003807,teacher,standard,4,2021
3003808,teacher,provisional,12,2013
3003809,teacher,standard,19,2006
3003810,teacher,standard,12,2013
3003811,teacher,standard,6,2019
3003812,teacher,standard,8,2017
3003813,teacher,standard,18,2007
3003814,admin,standard,2,2023
3003815,teacher,standard,5,2020
3003816,teacher,standard,26,1999
3003817,teacher,standard,3,2022
3003818,teacher,standard,3,2022
3003819,admin,standard,6,2019
3003820,teacher,standard,7,2018
3003821,counselor,provisional,8,2017
3003822,teacher,standard,15,2010
3003823,teacher,provisional,12,2013
3003824,counselor,standard,9,2016
3003825,teacher,standard,1,2024
3003826,teacher,standard,10,2015
3003827,teacher,none,0,2025
3003828,teacher,standard,14,2011
3003829,teacher,standard,2,2023
3003830,teacher,provisional,11,2014
3003831,admin,standard,3,2022
3003832,teacher,standard,7,2018
3003833,teacher,standard,8,2017
3003834,teacher,standard,4,2021
3003835,teacher,standard,14,2011
3003836,admin,standard,7,2018
3003837,teacher,standard,8,2017
3003838,teacher,standard,9,2016
3003839,teacher,standard,8,2017
3003840,teacher,standard,8,2017
3003841,counselor,standard,15,2010
3003842,teacher,provisional,13,2012
3003843,teacher,standard,0,2025
3003844,teacher,standard,17,2008
3003845,teacher,standard,0,2025
3003846,teacher,none,13,2012
3003847,teacher,standard,16,2009
3003848,counselor,provisional,12,2013
3003849,teacher,standard,18,2007
3003850,admin,standard,15,2010
3003851,teacher,standard,6,2019
3003852,teacher,provisional,5,2020
3003853,teacher,standard,10,2015
3003854,counselor,standard,13,2012
3003855,teacher,standard,9,2016
3003856,counselor,standard,6,2019
3003857,teacher,standard,13,2012
3003858,teacher,provisional,11,2014
3003859,teacher,standard,5,2020
3003860,teacher,standard,14,2011
3003861,teacher,standard,12,2013
3003862,teacher,standard,16,2009
3003863,teacher,standard,14,2011
3003864,teacher,standard,9,2016
3003865,admin,standard,7,2018
3003866,admin,standard,4,2021
3003867,teacher,standard,17,2008
3003868,teacher,standard,4,2021
3003869,teacher,standard,13,2012
3003870,teacher,standard,14,2011
3003871,counselor,standard,17,2008
3003872,teacher,standard,14,2011
3003873,teacher,standard,8,2017
3003874,teacher,standard,0,2025
3003875,teacher,standard,11,2014
3003876,teacher,standard,10,2015
3003877,teacher,standard,9,2016
3003878,teacher,standard,8,2017
3003879,teacher,standard,12,2013
3003880,counselor,standard,10,2015
3003881,teacher,standard,3,2022
3003882,counselor,standard,13,2012
3003883,counselor,none,14,2011
3003884,teacher,provisional,12,2013
3003885,teacher,standard,7,2018
3003886,teacher,none,4,2021
3003887,teacher,standard,10,2015
3003888,teacher,standard,12,2013
3003889,teacher,standard,14,2011
3003890,teacher,provisional,18,2007
3003891,teacher,standard,2,2023
3003892,teacher,standard,11,2014
3003893,teacher,standard,3,2022
3003894,teacher,standard,0,2025
3003895,teacher,provisional,5,2020
3003896,teacher,standard,9,2016
3003897,admin,standard,0,2025
3003898,teacher,standard,3,2022
3003899,teacher,standard,1,2024
3003900,teacher,standard,18,2007
3003901,teacher,standard,0,2025
3003902,teacher,standard,5,2020
3003903,teacher,standard,12,2013
3003904,teacher,standard,10,2015
3003905,teacher,standard,3,2022
3003906,teacher,standard,6,2019
3003907,teacher,standard,3,2022
3003908,teacher,standard,6,2019
3003909,teacher,provisional,14,2011
3003910,teacher,standard,4,2021
3003911,teacher,standard,7,2018
3003912,counselor,standard,13,2012
3003913,teacher,standard,11,2014
3003914,teacher,standard,3,2022
3003915,teacher,standard,20,2005
3003916,teacher,standard,0,2025
3003917,teacher,standard,0,2025
3003918,teacher,standard,4,2021
3003919,teacher,standard,8,2017
3003920,teacher,standard,3,2022
3003921,admin,standard,14,2011
3003922,counselor,standard,11,2014
3003923,teacher,standard,9,2016
3003924,teacher,standard,3,2022
3003925,teacher,standard,3,2022
3003926,teacher,standard,11,2014
3003927,teacher,provisional,17,2008
3003928,teacher,standard,0,2025
3003929,teacher,provisional,5,2020
3003930,teacher,standard,0,2025
3003931,teacher,standard,21,2004
3003932,teacher,provisional,4,2021
3003933,teacher,standard,0,2025
3003934,teacher,standard,16,2009
3003935,teacher,provisional,6,2019
3003936,teacher,standard,13,2012
3003937,teacher,provisional,11,2014
3003938,teacher,provisional,17,2008
3003939,teacher,standard,7,2018
3003940,teacher,standard,1,2024
3003941,teacher,provisional,10,2015
3003942,teacher,standard,12,2013
3003943,teacher,standard,10,2015
3003944,teacher,none,0,2025
3003945,teacher,provisional,7,2018
3003946,teacher,standard,7,2018
3003947,teacher,standard,2,2023
3003948,teacher,standard,11,2014
3003949,teacher,standard,11,2014
3003950,teacher,standard,12,2013
3003951,counselor,standard,1,2024
3003952,teacher,standard,6,2019
3003953,counselor,standard,10,2015
3003954,teacher,standard,8,2017
3003955,teacher,standard,1,2024
3003956,teacher,provisional,0,2025
3003957,teacher,standard,16,2009
3003958,teacher,standard,2,2023
3003959,counselor,standard,8,2017
3003960,teacher,standard,12,2013
3003961,teacher,standard,15,2010
3003962,teacher,standard,7,2018
3003963,counselor,standard,9,2016
3003964,teacher,standard,4,2021
3003965,teacher,standard,7,2018
3003966,counselor,standard,20,2005
3003967,teacher,standard,12,2013
3003968,teacher,standard,7,2018
3003969,teacher,standard,4,2021
3003970,teacher,standard,20,2005
3003971,teacher,standard,0,2025
3003972,teacher,standard,15,2010
3003973,admin,standard,1,2024
3003974,teacher,provisional,1,2024
3003975,teacher,standard,0,2025
3003976,teacher,standard,8,2017
3003977,teacher,standard,14,2011
3003978,admin,standard,2,2023
3003979,teacher,standard,1,2024
3003980,teacher,standard,0,2025
3003981,teacher,provisional,4,2021
3003982,teacher,standard,5,2020
3003983,teacher,standard,2,2023
3003984,teacher,standard,10,2015
3003985,teacher,standard,27,1998
3003986,teacher,none,1,2024
3003987,teacher,standard,13,2012
3003988,counselor,standard,11,2014
3003989,teacher,standard,6,2019
3003990,teacher,none,6,2019
3003991,teacher,standard,0,2025
3003992,teacher,standard,10,2015
3003993,counselor,standard,21,2004
3003994,teacher,standard,13,2012
3003995,teacher,provisional,2,2023
3003996,teacher,standard,10,2015
3003997,teacher,provisional,10,2015
3003998,counselor,standard,2,2023
3003999,teacher,standard,4,2021
3004000,teacher,standard,13,2012
3004001,teacher,provisional,3,2022
3004002,teacher,standard,11,2014
3004003,teacher,standard,5,2020
3004004,teacher,provisional,17,2008
3004005,teacher,provisional,12,2013
3004006,teacher,standard,8,2017
3004007,teacher,standard,16,2009
3004008,teacher,standard,9,2016
3004009,teacher,standard,14,2011
3004010,teacher,standard,8,2017
3004011,admin,standard,1,2024
3004012,teacher,standard,13,2012
3004013,teacher,standard,19,2006
3004014,teacher,none,6,2019
3004015,admin,provisional,17,2008
3004016,teacher,standard,0,2025
3004017,counselor,provisional,12,2013
3004018,teacher,standard,13,2012
3004019,teacher,standard,6,2019
3004020,teacher,provisional,10,2015
3004021,counselor,standard,13,2012
3004022,teacher,standard,9,2016
3004023,teacher,none,0,2025
3004024,teacher,standard,15,2010
3004025,teacher,provisional,8,2017
3004026,teacher,standard,17,2008
3004027,teacher,standard,8,2017
3004028,teacher,standard,18,2007
3004029,teacher,standard,6,2019
3004030,teacher,provisional,18,2007
3004031,teacher,standard,7,2018
3004032,admin,standard,2,2023
3004033,teacher,standard,8,2017
3004034,teacher,standard,7,2018
3004035,teacher,standard,12,2013
3004036,teacher,standard,16,2009
3004037,teacher,standard,9,2016
3004038,teacher,provisional,15,2010
3004039,teacher,standard,1,2024
3004040,teacher,standard,10,2015
3004041,teacher,standard,10,2015
3004042,teacher,standard,7,2018
3004043,admin,standard,17,2008
3004044,teacher,standard,10,2015
3004045,counselor,standard,13,2012
3004046,teacher,standard,7,2018
3004047,teacher,standard,12,2013
3004048,teacher,standard,11,2014
3004049,teacher,standard,6,2019
3004050,teacher,standard,13,2012
3004051,teacher,standard,0,2025
3004052,admin,standard,0,2025
3004053,teacher,standard,12,2013
3004054,teacher,standard,9,2016
3004055,teacher,standard,1,2024
3004056,teacher,standard,12,2013
3004057,counselor,standard,7,2018
3004058,teacher,standard,8,2017
3004059,teacher,standard,2,2023
3004060,teacher,standard,0,2025
3004061,teacher,standard,4,2021
3004062,teacher,standard,2,2023
3004063,teacher,standard,2,2023
3004064,teacher,standard,9,2016
3004065,counselor,standard,0,2025
3004066,teacher,standard,9,2016
3004067,teacher,provisional,7,2018
3004068,teacher,standard,0,2025
3004069,teacher,provisional,12,2013
3004070,teacher,standard,0,2025
3004071,teacher,standard,21,2004
3004072,admin,standard,12,2013
3004073,teacher,standard,19,2006
3004074,teacher,standard,3,2022
3004075,teacher,standard,5,2020
3004076,teacher,standard,4,2021
3004077,teacher,standard,6,2019
3004078,teacher,standard,14,2011
3004079,teacher,standard,9,2016
3004080,teacher,standard,10,2015
3004081,teacher,provisional,8,2017
3004082,teacher,standard,8,2017
3004083,teacher,standard,3,2022
3004084,teacher,standard,18,2007
3004085,teacher,standard,6,2019
3004086,teacher,standard,6,2019
3004087,teacher,standard,18,2007
3004088,teacher,standard,21,2004
3004089,teacher,standard,6,2019
3004090,teacher,none,6,2019
3004091,teacher,standard,13,2012
3004092,teacher,standard,4,2021
3004093,teacher,provisional,8,2017
3004094,teacher,standard,26,1999
3004095,teacher,standard,10,2015
3004096,teacher,standard,4,2021
3004097,counselor,standard,19,2006
3004098,teacher,standard,7,2018
3004099,admin,standard,7,2018
3004100,teacher,standard,1,2024
3004101,teacher,provisional,0,2025
3004102,teacher,standard,8,2017
3004103,teacher,standard,5,2020
3004104,teacher,standard,14,2011
3004105,teacher,provisional,11,2014
3004106,teacher,none,7,2018
3004107,teacher,provisional,0,2025
3004108,teacher,standard,7,2018
3004109,teacher,standard,13,2012
3004110,teacher,standard,5,2020
3004111,teacher,provisional,12,2013
3004112,admin,standard,6,2019
3004113,teacher,standard,10,2015
3004114,counselor,standard,12,2013
3004115,teacher,standard,9,2016
3004116,admin,provisional,4,2021
3004117,teacher,standard,11,2014
3004118,teacher,standard,15,2010
3004119,teacher,standard,9,2016
3004120,teacher,standard,15,2010
3004121,teacher,standard,4,2021
3004122,admin,provisional,10,2015
3004123,teacher,provisional,5,2020
3004124,teacher,standard,10,2015
3004125,teacher,provisional,11,2014
3004126,teacher,standard,10,2015
3004127,teacher,standard,3,2022
3004128,counselor,standard,0,2025
3004129,teacher,none,5,2020
3004130,teacher,standard,10,2015
3004131,counselor,standard,9,2016
3004132,counselor,none,16,2009
3004133,counselor,standard,17,2008
3004134,teacher,standard,10,2015
3004135,teacher,provisional,5,2020
3004136,counselor,standard,10,2015
3004137,teacher,standard,12,2013
3004138,teacher,standard,3,2022
3004139,teacher,standard,11,2014
3004140,teacher,provisional,4,2021
3004141,counselor,standard,11,2014
3004142,teacher,standard,4,2021
3004143,teacher,standard,6,2019
3004144,teacher,standard,0,2025
3004145,teacher,standard,8,2017
3004146,teacher,standard,17,2008
3004147,teacher,provisional,6,2019
3004148,teacher,provisional,5,2020
3004149,admin,standard,20,2005
3004150,teacher,provisional,5,2020
3004151,teacher,standard,4,2021
3004152,teacher,provisional,5,2020
3004153,admin,none,20,2005
3004154,admin,standard,0,2025
3004155,teacher,standard,4,2021
3004156,teacher,standard,7,2018
3004157,teacher,standard,13,2012
3004158,teacher,standard,7,2018
3004159,teacher,standard,11,2014
3004160,teacher,provisional,13,2012
3004161,teacher,standard,15,2010
3004162,admin,standard,4,2021
3004163,teacher,standard,14,2011
3004164,counselor,standard,10,2015
3004165,teacher,standard,6,2019
3004166,teacher,standard,14,2011
3004167,teacher,standard,22,2003
3004168,teacher,standard,8,2017
3004169,teacher,none,16,2009
3004170,teacher,standard,0,2025
3004171,teacher,standard,12,2013
3004172,teacher,standard,8,2017
3004173,teacher,provisional,6,2019
3004174,teacher,standard,9,2016
3004175,counselor,standard,1,2024
3004176,counselor,standard,20,2005
3004177,teacher,standard,14,2011
3004178,teacher,standard,4,2021
3004179,teacher,provisional,7,2018
3004180,teacher,provisional,16,2009
3004181,teacher,standard,0,2025
3004182,teacher,provisional,9,2016
3004183,admin,provisional,13,2012
3004184,teacher,standard,1,2024
3004185,teacher,standard,18,2007
3004186,admin,standard,11,2014
3004187,teacher,standard,21,2004
3004188,teacher,standard,8,2017
3004189,teacher,provisional,20,2005
3004190,teacher,standard,23,2002
3004191,counselor,standard,16,2009
3004192,teacher,standard,10,2015
3004193,teacher,standard,3,2022
3004194,counselor,standard,18,2007
3004195,teacher,standard,11,2014
3004196,teacher,standard,0,2025
3004197,teacher,standard,0,2025
3004198,teacher,standard,30,1995
3004199,teacher,standard,4,2021
3004200,teacher,standard,12,2013
3004201,teacher,standard,17,2008
3004202,teacher,provisional,15,2010
3004203,teacher,standard,10,2015
3004204,teacher,standard,12,2013
3004205,counselor,standard,12,2013
3004206,counselor,provisional,2,2023
3004207,teacher,standard,13,2012
3004208,admin,standard,5,2020
3004209,teacher,standard,2,2023
3004210,teacher,standard,8,2017
3004211,teacher,standard,17,2008
3004212,teacher,standard,0,2025
3004213,teacher,provisional,9,2016
3004214,teacher,standard,6,2019
3004215,teacher,standard,0,2025
3004216,teacher,standard,8,2017
3004217,teacher,standard,10,2015
3004218,counselor,standard,8,2017
3004219,teacher,standard,8,2017
3004220,teacher,standard,9,2016
3004221,teacher,standard,2,2023
3004222,teacher,standard,5,2020
3004223,teacher,standard,17,2008
3004224,teacher,standard,6,2019
3004225,teacher,standard,11,2014
3004226,teacher,standard,14,2011
3004227,teacher,standard,6,2019
3004228,admin,standard,19,2006
3004229,teacher,standard,6,2019
3004230,teacher,standard,19,2006
3004231,teacher,standard,6,2019
3004232,teacher,standard,8,2017
3004233,teacher,standard,4,2021
3004234,teacher,standard,7,2018
3004235,admin,standard,10,2015
3004236,teacher,provisional,9,2016
3004237,admin,standard,3,2022
3004238,teacher,standard,11,2014
3004239,teacher,provisional,7,2018
3004240,teacher,provisional,13,2012
3004241,teacher,standard,6,2019
3004242,teacher,provisional,5,2020
3004243,teacher,standard,0,2025
3004244,counselor,standard,14,2011
3004245,teacher,standard,19,2006
3004246,teacher,standard,4,2021
3004247,teacher,provisional,18,2007
3004248,teacher,provisional,6,2019
3004249,teacher,standard,0,2025
3004250,teacher,standard,0,2025
3004251,teacher,standard,12,2013
3004252,admin,none,10,2015
3004253,teacher,standard,2,2023
3004254,teacher,none,15,2010
3004255,teacher,standard,15,2010
3004256,teacher,standard,15,2010
3004257,teacher,standard,5,2020
3004258,teacher,standard,3,2022
3004259,teacher,standard,19,2006
3004260,teacher,standard,19,2006
3004261,teacher,provisional,21,2004
3004262,admin,provisional,7,2018
3004263,teacher,standard,12,2013
3004264,teacher,standard,6,2019
3004265,teacher,standard,14,2011
3004266,teacher,standard,8,2017
3004267,teacher,standard,11,2014
3004268,teacher,provisional,0,2025
3004269,teacher,standard,14,2011
3004270,teacher,standard,15,2010
3004271,teacher,standard,9,2016
3004272,teacher,none,7,2018
3004273,teacher,standard,13,2012
3004274,teacher,standard,5,2020
3004275,teacher,standard,6,2019
3004276,teacher,standard,10,2015
3004277,teacher,standard,3,2022
3004278,counselor,standard,20,2005
3004279,teacher,standard,5,2020
3004280,teacher,standard,8,2017
3004281,counselor,standard,14,2011
3004282,teacher,none,7,2018
3004283,teacher,standard,8,2017
3004284,admin,standard,8,2017
3004285,teacher,standard,7,2018
3004286,teacher,provisional,15,2010
3004287,teacher,standard,3,2022
3004288,teacher,standard,18,2007
3004289,teacher,standard,11,2014
3004290,counselor,standard,6,2019
3004291,teacher,standard,7,2018
3004292,teacher,standard,4,2021
3004293,admin,standard,14,2011
3004294,teacher,standard,18,2007
3004295,teacher,standard,5,2020
3004296,teacher,standard,8,2017
3004297,teacher,standard,20,2005
3004298,teacher,standard,12,2013
3004299,teacher,standard,1,2024
3004300,teacher,standard,12,2013
3004301,teacher,standard,6,2019
3004302,teacher,provisional,0,2025
3004303,teacher,standard,16,2009
3004304,counselor,standard,10,2015
3004305,teacher,provisional,0,2025
3004306,teacher,standard,14,2011
3004307,teacher,standard,0,2025
3004308,counselor,standard,13,2012
3004309,teacher,standard,8,2017
3004310,admin,standard,0,2025
3004311,admin,standard,10,2015
3004312,teacher,standard,8,2017
3004313,teacher,none,0,2025
3004314,teacher,standard,11,2014
3004315,teacher,standard,3,2022
3004316,teacher,standard,3,2022
3004317,teacher,standard,9,2016
3004318,counselor,standard,0,2025
3004319,teacher,standard,11,2014
3004320,teacher,standard,13,2012
3004321,teacher,standard,12,2013
3004322,teacher,standard,8,2017
3004323,teacher,standard,18,2007
3004324,counselor,standard,13,2012
3004325,teacher,standard,0,2025
3004326,teacher,standard,6,2019
3004327,teacher,standard,15,2010
3004328,teacher,standard,14,2011
3004329,teacher,standard,7,2018
3004330,teacher,standard,3,2022
3004331,teacher,standard,0,2025
3004332,teacher,standard,7,2018
3004333,teacher,standard,8,2017
3004334,teacher,provisional,5,2020
3004335,teacher,standard,10,2015
3004336,admin,standard,22,2003
3004337,teacher,standard,6,2019
3004338,teacher,standard,1,2024
3004339,teacher,standard,3,2022
3004340,teacher,standard,3,2022
3004341,teacher,standard,2,2023
3004342,teacher,none,11,2014
3004343,counselor,standard,7,2018
3004344,teacher,standard,3,2022
3004345,teacher,standard,12,2013
3004346,teacher,standard,14,2011
3004347,teacher,none,6,2019
3004348,teacher,standard,24,2001
3004349,admin,standard,4,2021
3004350,counselor,standard,3,2022
3004351,teacher,standard,0,2025
3004352,teacher,standard,14,2011
3004353,admin,standard,15,2010
3004354,teacher,standard,12,2013
3004355,teacher,standard,4,2021
3004356,teacher,standard,1,2024
